01_prenom;02_genre;03_langage
michiel;m;dutch
michiko;f;japanese
michjo;m;esperanto
mick;m;english
mickey;m;english
mictlantecuhtli;m;new world mythology
midas;m;greek mythology
midge;f;english
midori;f;japanese
mieczyslaw;m;polish
mieke;f;dutch
miela;f;esperanto
mieszko;m;polish
mignon;f;french
miguel;m;spanish, portuguese
miguela;f;spanish, portuguese
miha;m;slovene
mihael;m;slovene
mihaela;f;romanian, slovene
mihai;m;romanian
mihaita;m;romanian
mihajlo;m;serbian, croatian
mihály;m;hungarian
mihammad;m;arabic
mihangel;m;welsh
mihhaelo;m;esperanto
miia;f;finnish
miina;f;finnish
mika;m;finnish
mikael;m;scandinavian
mikaela;f;scandinavian
mikala;m;hawaiian
mikayla;f;ukrainian
mike;m;english
mikel;m;basque
mikelo;m;esperanto
mikhail;m;russian
mikhaila;f;russian
mikhailo;m;ukrainian
miki;f;japanese
mikkel;m;scandinavian
mikko;m;finnish
miklós;m;hungarian
mikolaj;m;polish
mikolás;m;slovak, czech
miksa;m;hungarian
mikula;m;russian
mikulás;m;czech
mila;f;czech, serbian, croatian, bulgarian
milada;f;czech
milagros;f;spanish
milan;m;czech, russian, serbian, croatian
milana;f;czech
milburga;f;
milburn;m;english
mildred;f;english
milena;f;czech, russian, italian
miles;m;english
milford;m;english
millard;m;english
millicent;f;english
millie;f;english
milo;m;english
milogost;m;
milos;m;czech, serbian
miloslav;m;russian, czech
miloslava;f;russian, czech
miloslaw;m;polish
milosz;m;polish
miltiades;m;ancient greek
milton;m;english
mimi;f;italian
mina;f;english, italian
minako;f;japanese
mindy;f;english
minerva;f;roman mythology
ming;m,f;chinese
minh;m;vietnamese
minna;f;german
minnie;f;english
minoru;m;japanese
minta;f;
minty;f;
miquel;m;catalan
mira;f;indian
mirabella;f;italian
mirabelle;f;french, english
miracle;f;english
miranda;f;english
mircea;m;romanian
mireia;f;spanish, catalan
mireille;f;french
mireio;f;provençal
mirela;f;romanian
mirele;f;jewish
mirella;f;italian
mirembe;f;african
miren;f;basque
miriam;f;jewish, english, biblical
mirinda;f;esperanto
mirja;f;finnish
mirjam;f;dutch, german
mirjami;f;finnish
mirko;m;croatian, serbian
mirna;f;croatian, serbian
miroslav;m;czech, slovak, russian, croatian, serbian
miroslava;f;czech, slovak, russian, croatian, serbian
miroslaw;m;polish
miroslawa;f;polish
miruna;f;romanian
mirza;m;arabic
misha;m,f;russian
misi;m;hungarian
mis'id;m;arabic
miska;m;hungarian
missie;f;english
misti;f;english (modern)
misty;f;english
mitch;m;english
mitchell;m;english
mithra;m;near eastern mythology
mitica;m;romanian
mitsuko;f;japanese
mitxel;m;basque
mitya;m;russian
mitzi;f;german
miyako;f;japanese
mnason;m;biblical, ancient greek
mneme;f;greek mythology
mo;f,m;english
moa;f;swedish
moana;f,m;maori
modest;m;russian
modesta;f;spanish, late roman
modeste;m;french
modestine;m;french
modesto;m;spanish, italian, portuguese
modestus;m;late roman
modesty;f;english
modya;m;russian
mogens;m;danish
mohamed;m;arabic
mohammad;m;arabic
mohammed;m;arabic
mohan;m;indian
mohana;f;indian
mohandas;m;indian
mohinder;m;indian
mohini;f;indian
moira;f;irish, scottish
moirrey;f;manx
moisés;m;spanish
moishe;m;jewish
mojisola;f;african
mokosh;f;slavic mythology
mollie;f;english
molly;f;english
mona (1);f;irish, english
mona (2);f;scandinavian
mona (3);f;arabic
monat;f;irish
monday;f;english
monet;m;
mongkut;m;thai
mónica;f;spanish
monica;f;english, italian, portuguese, romanian
monifa;f;african
mónika;f;hungarian
monika;f;german, scandinavian
monique;f;french
monna;f;english
monroe;m;scottish, english
monserrat;f;catalan
monta;f;
montague;m;english
montana;f;english
monte;m;english
montgomery;m;english
montserrat;f;catalan
monty;m;english
mór;f;scottish, irish
mora;f;english
morag;f;scottish
morana;f;slavic mythology
moray;m;scottish
morcant;f;welsh
mordecai;m;biblical, jewish, english
mordechai;m;jewish
mordikai;m;english
moreen;f;irish, english
morgaine;f;french
morgan;m,f;welsh, english
morgana;f;english
morgane;f;french
moriah;f;biblical, english
móric;m;hungarian
moricz;m;hungarian
moriko;f;japanese
moritz;m;german
morley;m;english
morna;f;irish, scottish
morpheus;m;greek mythology
morrigan;f;irish mythology
mórríghan;f;irish mythology
morris;m;english
mort;m;english
morten;m;danish
mortimer;m;english
morton;m;english
morty;m;english
morven;f;english
morwenna;f;welsh
mose;m;
moses;m;english, biblical
moshe;m;jewish
mosi;m;african
moss;m;english, jewish
mostafa;m;indian
mostyn;m;welsh
motel;m;jewish
motke;m;jewish
motya;m,f;russian
moyna;f;irish, scottish
moyra;f;irish, scottish
mózes;m;hungarian
mozes;m;dutch
mscislaw;m;polish
mstislav;m;czech, russian
mu;m,f;chinese
muadhnait;f;irish
müge;f;turkish
muhammad;m;arabic
muhammed;m;arabic
muhsin;m;arabic
muhsina;f;arabic
muir;m;scottish
muireadhach;m;irish, scottish
muireall;f;scottish
muireann;f;irish, irish mythology
muirenn;f;irish
muirgen;f;irish, irish mythology
muirgheal;f;irish
muirín;f;irish
muiris;m;irish
muirne;f;irish
mukesh;m;indian
mukhtar;m;arabic
mukul;m;indian
muna;f;arabic
munashe;m,f;african
mungo;m;scottish
munir;m;arabic
munira;f;arabic
munro;m;scottish, english
munroe;m;scottish, english
murali;m;indian
murchadh;m;scottish, irish
murdag;f;scottish
murdo;m;scottish
murdoch;m;scottish
muriel;f;english, french, irish
murphy;m,f;irish, english
murray;m;scottish, english
murrough;m;irish
murtagh;m;irish
musa;m;arabic, turkish
mus'ad;m;arabic
muscowequan;m;native american
mustafa;m;arabic
mu'tasim;m;arabic
mwanajuma;f;african
mya;f;english
myf;f;welsh
myfanwy;f;welsh
myghal;m;cornish
mykhailo;m;ukrainian
mykhaylo;m;ukrainian
mykola;m;ukrainian
mykolas;m;lithuanian
myles;m;english
myra;f;english
myranda;f;english (modern)
myrddin;m;welsh mythology
myriam;f;french, english
myrna;f;irish
myron;m;english, ancient greek
myrrine;f;
myrtie;f;english
myrtle;f;english
mysie;f;
naamah;f;biblical
nabil;m;arabic
nacho;m;spanish
nacio;m;spanish
nada;f;arabic
nadejda;f;russian, bulgarian
nader;m;arabic
nadezhda;f;russian, czech, slovak, slovene
nadia (1);f;french, english
nadia (2);f;arabic
nadim;m;arabic
nadine;f;french
nadir;m;arabic
nadira;f;arabic
nadja;f;german, slovene
nadra;f;arabic
nadya (1);f;russian
nadya (2);f;arabic
nadzeija;f;polish
nagendra;m;indian
nagi;m;arabic
nagib;m;arabic
nahal;f;jewish
naheed;f;iranian
nahor;m;biblical
nahum;m;biblical, jewish
nail;m;arabic
naila;f;arabic
na'im;m;arabic
na'ima;f;arabic
nainsí;f;irish
naitik;m;indian
naji;m;arabic
najib;m;arabic
nakato;f;african
nalani;f;hawaiian
naldo;m;italian
nan;f;english
nana;f;japanese
nanaea;f;near eastern mythology
nanaia;f;near eastern mythology (hellenized)
nanashi;m,f;japanese
nancy;f;english
nanda;m;indian
nandag;f;scottish
nándor;m;hungarian
nandy;m;english
nanette;f;english
nanna;f;scandinavian
nannie;f;english
nanook;m;
nanuk;m;
naoise;m;irish, scottish, irish mythology
naoko;f;japanese
naomh;f;irish
naomhán;m;irish
naomi (1);f;english, jewish, biblical
naomi (2);f;japanese
naphtali;m;biblical
napier;m;english
napoleon;m;history
narayan;m;indian, hindu mythology
narca;f;
narcisa;f;romanian
narciso;m;italian, spanish, portuguese
narcissa;f;english
narcisse;m;french
narcissus;m;greek mythology (latinized)
narelle;f;english (modern)
narendra;m;indian
narinder;m;indian
nasim;f;arabic, iranian
nasir;m;arabic
nasira;f;arabic
nastasia;f;russian
nastya;f;russian
nat;m;english
natale;f;italian
natalee;f;english
natália;f;hungarian
natalia;f;polish, italian, spanish, portuguese
natalie;f;french, english
natalya;f;russian, serbian
natan;m;jewish
natanaele;m;italian
natasa;f;serbian, croatian, slovene
natasha;f;russian, english
nathalie;f;french
nathan;m;english, biblical
nathanael;m;biblical, english, scandinavian
nathaniel;m;english, biblical (variant)
natille;f;english
natsuko;f;japanese
natsumi;f;japanese
naum;m;russian
nava;f;jewish
naveed;m;iranian, arabic
naveen;m;indian
navid;m;iranian
nawal;f;arabic
nawra;f;arabic
nayeli;f;native american
nazaire;m;french
nazario;m;italian, spanish
ndidi;m,f;african
nea;f;swedish
neacel;m;scottish
neal;m;english
neasa;f;irish, irish mythology
neassa;f;irish
neculai;m;romanian
ned;m;english
neelam;m,f;indian
neely;m;english
nefertari;f;ancient egyptian
nefertiti;f;ancient egyptian
nehemiah;m;biblical
neifion;m;welsh
neil;m;irish, scottish, english
neilina;f;scottish
neirin;m;welsh
nekane;f;basque
nekoda;m;biblical
nelda;f;english
nell;f;english
nelle;f;english
nellie;f;english
nelly;f;english
nels;m;swedish
nelson;m;english
nelu;m;romanian
nemesis;f;greek mythology
nena;f;english
neo (1);f,m;african
neo (2);m;english
neoptolemus;m;greek mythology (latinized)
nephele;f;greek mythology
neptune;m;roman mythology
nereida;f;spanish
nereus;m;greek mythology, biblical
nereza;f;
nergis;f;turkish
neriah;f;biblical
nerida;f;
nerina;f;italian
nerio;m;italian
nerissa;f;english
nero (1);m;ancient roman
nero (2);m;italian
nerys;f;welsh
nessa (1);f;english
nessa (2);f;jewish
nessa (3);f;irish
nesta;f;welsh
nestor;m;greek mythology
nestore;m;italian
nethaniah;m;biblical
netta;f;english
nettie;f;english
netuno;m;portuguese
neus;f;catalan
neva;f;
nevada;f,m;english
nevaeh;f;english
nevan;m;irish
neve;f;irish
neves;f;portuguese
nevil;m;english
neville;m;english
nevio;m;italian
newt;m;english
newton;m;english
neza;f;slovene
ngai;m;vietnamese
ngaio;f;maori
ngaire;f;maori
ngoc;f;vietnamese
ngozi;m,f;african
nguyen;m;vietnamese
nguyet;f;vietnamese
nhung;f,m;vietnamese
nia (1);f;welsh
nia (2);f;african
niall;m;irish, scottish
niamh;f;irish, irish mythology
nibori;m;japanese
nic;m;english
niccolò;m;italian
nichjo;m;esperanto
nichol;m;scottish
nicholas;m;english, french
nichole;f;english
nick;m;english
nickolas;m;english
nickolaus;m;german
nicky;m,f;english
nico;m;italian
nicodème;m;french
nicodemo;m;italian, spanish, portuguese
nicodemus;m;biblical, english
nicol;m;scottish
nicola (1);m;italian
nicola (2);f;english
nicolae;m;romanian
nicolao;m;spanish
nicolaos;m;greek
nicolás;m;spanish
nicolas;m;french
nicolasa;f;spanish
nicolau;m;portuguese
nicole;f;french, english
nicoleta;f;romanian
nicoletta;f;italian
nicolette;f;french
nicolina;f;english
nicolò;m;italian
nicomedo;m;italian
nicostrato;m;italian
nicu;m;romanian
nicusor;m;romanian
niels (1);m;danish
niels (2);m;dutch
nieve;f;spanish
nieves;f;spanish
nigel;m;english
nigelia;f;english
nigella;f;english
niilo;m;finnish
nikandros;m;ancient greek
nike;f;greek mythology, ancient greek
nikephoros;m,f;ancient greek
nikias;m;ancient greek
nikifor;m;russian, bulgarian
nikita;m;russian
nikki;f;english
nikkole;f;english (modern)
niklas;m;swedish
niklaus;m;german
niko;m;finnish
nikodemos;m;ancient greek, greek
nikodim;m;russian
nikola;m;serbian, croatian, hungarian
nikolaas;m;dutch
nikolai;m;russian, bulgarian
nikolao;m;esperanto
nikolaos;m;ancient greek, greek
nikolas;m;english, greek
nikolaus;m;german
nikole;f;english
nikoleta;f;greek
nikolett;f;hungarian
nikolina;f;bulgarian
nikomachos;m;ancient greek
nikomedes;m;ancient greek
nikon;m;ancient greek
nikostratos;m;ancient greek
nila;f;indian
niles;m;english
nilofer;f;iranian
niloofar;f;iranian
nils;m;swedish, norwegian
nimbus;m;english
nina (1);f;russian, english, german, french
nina (2);f;near eastern mythology
ninel;f;russian
ninette;f;french
ning;f,m;chinese
ninian;m;scottish, irish
nino;m;italian
ninon;f;french
nioclás;m;irish
nir;m;jewish
nirvana;f;english
nishant;m;indian
nissa;f;jewish
nita;f;english
niu;f;chinese
nivek;m;english (modern)
niven;m;scottish
nizar;m;arabic
nkechi;f;african
nkosana;m;african
nkosazana;f;african
nkruma;m,f;african
nnamdi;m;african
noa;f;biblical (variant)
noach;m;jewish
noah (1);m;english, biblical
noah (2);f;biblical
noak;m;swedish
noam;m;jewish
noble;m;english
nobu;m;japanese
noé;m;french
noel;m;french
noelani;f;hawaiian
noele;f;
noelene;f;english
noella;f;french
noelle;f;french, english
noemi;f;italian, spanish
noémie;f;french
noga;f;jewish
nohemi;f;spanish
nóirín;f;irish
nola;f;irish, english
nolan;m;irish, english
nolene;f;english
noll;m;english
nomusa;f;african
nona;f;english
nonie;f;english
noor;f,m;arabic
noora;f;finnish
nora;f;irish, english, scandinavian
norah;f;irish, english
norbert;m;german, english, hungarian
noreen;f;irish, english
norene;f;irish, english
nori;m;japanese
norina;f;italian
norm;m;english
norma;f;english, italian
norman;m;english
normand;m;english
normina;f;english
norris;m;english
norton;m;english
norwood;m;english
nova;f;english
novia;f;spanish
novio;m;spanish
nowell;m;english (modern)
nsia;m,f;african
nsonowa;m,f;african
nuada;m;irish mythology
nuadha;m;
nuala;f;irish
nudd;m;welsh mythology
nuha;f;arabic
nuno;m;portuguese
nunzia;f;italian
nunziatina;f;italian
nunzio;m;italian
nuo;f;chinese
nur;f,m;arabic
nura;f;arabic
nuray;f;turkish
núria;f;catalan
nyah;f;african
nyala;f;
nydia;f;english
nye;m;welsh
nyree;f;maori
nyssa;f;
nyx;f;greek mythology
oana;f;romanian
obadiah;m;biblical
obed;m;biblical
oberon;m;english
obi;m;african
ocean;m,f;english
océane;f;french
ochieng;m;african
octavia;f;english
octavian;m;history, romanian
octavio;m;spanish
octavius;m;ancient roman
odalis;f,m;spanish
odalys;f;spanish
odd;m;norwegian
oddmund;m;norwegian
odelia;f;english
odell;m;english
odessa;f;
odetta;f;english
odette;f;french
odharnait;f;irish
odhiambo;m;african
odhrán;m;irish
ödi;m;hungarian
odila;f;
odile;f;french
odilon;m;portuguese, french
odin;m;norse mythology
odo;m;
odoacer;m;
ödön;m;hungarian
odovacar;m;ancient germanic
odran;m;irish
odysseus;m;greek mythology
oedipus;m;greek mythology (latinized)
óengus;m;scottish, irish, irish mythology
ofélia;f;spanish
ofelia;f;spanish
ofer;m;jewish
ofra;f;jewish
ofydd;m;welsh
ogden;m;english
oighrig;f;scottish
oisín;m;irish, irish mythology
oiva;m;finnish
oksana;f;ukrainian
ola;m;norwegian, swedish
olabode;m;african
olaf;m;norwegian, danish
olalla;f;spanish
olamide;f;african
olanrewaju;m;african
olav;m;norwegian, danish
olavi;m;finnish
olayinka;f;african
oldrich;m;czech
ole;m;danish, norwegian
oleg;m;russian
olek;m;polish
oleksander;m;ukrainian
olena;f;ukrainian
olga;f;russian, scandinavian, hungarian, romanian
oli;m;english
olimpia;f;italian, spanish, romanian
olive;f;english
oliver;m;english
olivette;f;english
olivia;f;english
olivie;f;french
olivier;m;french
olle;m;swedish
olli;m;finnish
ollie;m,f;english
olof;m;swedish
olov;m;swedish
olufemi;m;african
olufunmilayo;f;african
olufunmilola;f;african
olujimi;m;african
olukayode;m;african
olumide;m;african
oluwafunmilayo;f;african
oluwasegun;m;african
oluwaseun;m;african
oluwaseyi;f,m;african
oluwatoyin;m,f;african
oluwayemisi;f;african
olwen;f;welsh
olwin;f;welsh
olwyn;f;welsh
olya;f;russian
olympe;f;french
olympia;f;
olyvia;f;english
om;m;indian
omar;m;arabic
omega;m;english
ömer;m;turkish
omid;m,f;iranian
omolara;f;african
omri;m;biblical, jewish
ona;f;lithuanian
ondrej;m;slovak, czech
oneida;f;english
onesime;m;french
onesimus;m;biblical, ancient greek (latinized)
onesiphorus;m;biblical, ancient greek (latinized)
oni;f;african
onisim;m;russian
onni;m;finnish
onora;f;irish
onur;m;turkish
oona;f;irish
oonagh;f;irish
opal;f;english
opaline;f;english
opeyemi;m;african
ophelia;f;english
ophiuchus;m;astronomy
ophrah;f,m;biblical, jewish
oprah;f;english
ora;f,m;english
orabela;f;esperanto
orah;f;jewish
oral;m;
oralee;f;english
oralie;f;english
oran;m;irish
orazio;m;italian
orbán;m;hungarian
orel;m;german
oren;m;jewish
orestes;m;greek mythology
orfeo;m;italian
órfhlaith;f;irish
oriana;f;italian
oriane;f;french
orianne;f;french
orinda;f;
orinthia;f;literature
orion;m;greek mythology
örjan;m;swedish
orla;f;irish
orlagh;f;irish
órlaith;f;irish
orlando;m;italian
orli;f;jewish
orly;f;jewish
ormerod;m;english
ormond;m;english
ormonda;f;
ormonde;m;
orna;f;irish
ornat;f;irish
ornella;f;italian
orpa;f;
orpah;f;biblical
orpha;f;
orpheus;m;greek mythology
orrell;m;english
orrin;m;irish
orsina;f;italian
orsino;m;italian
orso;m;italian
orsolya;f;hungarian
orson;m;english
orval;m;english
orvar;m;swedish
orville;m;english
orvokki;f;finnish
osama;m;arabic
osamu;m;japanese
osanne;f,m;french
osbert;m;english
osborn;m;english
osborne;m;english
osbourne;m;english
oscar;m;english, irish
osheen;m;irish
osip;m;russian
osiris;m;egyptian mythology (hellenized)
óskar;m;icelandic
oskar;m;scandinavian, german, polish
oskari;m;finnish
osman;m;turkish
osmond;m;english
osmund;m;english
ossia;f;
ossian;m;irish
osvaldo;m;spanish, italian, portuguese
oswald;m;english
oswin;m;english
oszkár;m;hungarian
otakar;m;czech
otávio;m;portuguese
othello;m;literature
othniel;m;biblical
otho;m;
otieno;m;african
otis;m;english
otokar;m;czech
otso;m;finnish
ottavia;f;italian
ottaviano;m;italian
ottavio;m;italian
otthild;f;
ottila;f;
ottilie;f;german
ottó;m;hungarian
otto;m;german, english
ottokar;m;german
ottoline;f;english
ouida;f;french
ourania;f;greek mythology
ouranos;m;greek mythology
ovadia;m;jewish
ove;m;scandinavian
oved;m;jewish
ovid;m;history
ovidiu;m;romanian
owain;m;welsh, welsh mythology
owen (1);m;welsh
owen (2);m;irish
owena;f;welsh
oxana;f;ukrainian, russian
oz (1);m;english
oz (2);m;jewish
ozan;m;turkish
ozanne;f,m;french
özgür;m,f;turkish
özlem;f;turkish
ozzie;m;english
ozzy;m;english
paaie;f;manx
paavali;m;finnish
paavo;m;finnish
pablo;m;spanish
pace;m;english
pacey;m;english
pachjo;m;esperanto
pacifica;f;spanish
paco;m;spanish, portuguese
paddy;m;irish
paden;m;english
paderau;f,m;welsh
padma;m,f;indian
padmavati;f;indian
padmini;f;indian
pádraig;m;irish
pàdraig;m;scottish
pàdraigín;f;irish
padrig;m;welsh, breton
page;f;english
paget;f;english
paige;f;english
paise;m;english
paki;m;african
pakpao;f;thai
pál;m;hungarian
pàl;m;scottish
pål;m;swedish
pála;f;icelandic
páll;m;icelandic
pallas;f;greek mythology
pallu;m;biblical
palmer;m;english
palmira;f;spanish, italian, portuguese
